empresa_id,periodo_star,incidencia_id,interrupcion_id,bloque_reposicion_id,causa_id,calificacion_interrupcion_id,fh_inicio_interrupcion,fh_termino_bloque,duracion,clientes_int,alimentador_id,comuna_id,nivel_tension,Horas_interrupcion,clientes_comuna,clientes_empresa,SAIFI_COMUNA,SAIDI_COMUNA,SAIFI_EMPRESA,SAIDI_EMPRESA,tipo_interrupcion,year,nombre_comuna
006,012026,1008972,006307202601010073,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010074,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010075,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010076,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010077,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010078,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010079,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010080,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010081,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010082,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010083,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
